City,County,Date,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed
nizwa,om,1509314816,22.93,57.53,14.59,52,0,0.72
galle,lk,1509314816,6.04,80.22,25.34,100,36,1.97
akyab,mm,1509313800,61.17,23.87,1.0,100,90,3.1
kangalassy,ru,1509312600,62.35,129.96,-19.0,77,0,2.0
havre-saint-pierre,ca,1509310800,50.23,-63.6,9.0,93,90,1.5
poum,nc,1509314817,-20.23,164.02,24.36,100,0,2.82
kodiak,us,1509310380,57.79,-152.41,9.0,100,1,4.77
acajutla,sv,1509310200,13.59,-89.83,31.0,70,20,2.6
nizhneyansk,ru,1509312600,55.64,51.82,6.0,100,90,5.0
salalah,om,1509310200,17.02,54.09,27.0,74,20,2.1
nome,us,1509310380,64.5,-165.41,1.0,100,90,2.1
shellbrook,ca,1509310800,53.22,-106.4,-1.0,63,90,9.3
banmo,mm,1509314819,14.57,100.73,24.19,63,0,5.52
matagami,ca,1509313380,49.75,-77.63,3.0,86,90,1.0
hay river,ca,1509310800,60.82,-115.8,3.0,74,75,2.6
pochutla,mx,1509309900,15.73,-96.47,29.0,100,75,7.2
dikson,ru,1509314820,73.51,80.55,-6.04,92,76,6.82
buin,pg,1509310800,-33.73,-70.75,17.0,42,40,1.42
palmer,us,1509313080,42.16,-72.33,18.0,100,90,4.6
sengiley,ru,1509310800,53.96,48.79,1.0,100,24,2.0
sur,om,1509314822,22.57,59.53,25.01,100,0,3.77
bathsheba,bb,1509310800,13.22,-59.52,29.0,74,20,6.7
alencon,fr,1509312600,48.43,0.08,12.0,76,0,5.1
saint-francois,gp,1509312600,46.42,3.91,10.0,93,75,2.6
ushuaia,ar,1509310800,-54.8,-68.3,5.0,80,75,8.2
sinnamary,gf,1509314823,5.38,-52.95,27.69,94,56,5.07
sitka,us,1509312960,57.05,-135.33,8.0,100,90,2.52
anadyr,ru,1509312600,64.75,177.48,-16.0,77,0,3.0
plettenberg bay,za,1509314824,-34.05,23.37,16.91,97,0,1.27
mazatlan,mx,1509309720,23.22,-106.42,32.0,59,20,3.6
port alfred,za,1509314824,-33.59,26.89,19.19,88,0,4.32
sentyabrskiy,ru,1509314825,60.75,72.86,-6.17,81,68,3.37
port elizabeth,za,1509310800,-33.92,25.57,17.0,72,0,7.2
sioux lookout,ca,1509313260,50.1,-91.92,0.0,88,90,2.6
piraquara,br,1509310800,-25.44,-49.06,17.0,100,90,4.1
saint-augustin,ca,1509314826,51.23,-58.65,7.06,100,0,5.27
sambava,mg,1509314826,-14.27,50.17,25.66,100,0,8.62
ahuimanu,us,1509312480,21.44,-157.84,29.0,66,90,3.1
pevek,ru,1509314827,69.7,170.31,-18.14,100,0,3.57
ponta do sol,pt,1509312600,32.67,-17.1,21.0,56,20,1.0
ewo,cg,1509314827,-0.87,14.82,20.81,95,20,0.92
namibe,ao,1509314828,-15.2,12.15,20.56,100,0,2.32
arman,ru,1509312600,59.7,150.17,-4.0,100,90,2.0
livramento,br,1509314819,-7.29,-37.09,28.86,37,0,4.02
launceston,au,1509312600,-41.45,147.17,9.0,87,75,4.6
seddon,nz,1509312600,-37.8,144.9,12.0,71,40,7.2
taolanaro,mg,1509310800,-25.02,46.97,18.0,88,75,4.1
leeton,au,1509314829,-34.57,146.4,13.71,72,76,8.07
carnarvon,au,1509314830,-24.87,113.63,21.56,80,0,7.62
hilo,us,1509310560,19.73,-155.09,27.0,69,1,2.6
nantucket,us,1509312900,41.28,-70.1,18.0,88,90,7.7
kalga,ru,1509314830,50.93,118.9,-11.89,61,0,1.17
saint-philippe,re,1509312600,-21.36,55.77,22.0,68,0,2.6
southbridge,nz,1509314160,42.08,-72.03,19.0,93,90,6.2
soyo,ao,1509314831,-6.13,12.37,24.41,88,8,1.62
flin flon,ca,1509312120,54.77,-101.86,-1.0,80,90,7.2
kahului,us,1509310560,20.89,-156.47,28.0,74,40,4.6
port hedland,au,1509312600,-20.32,118.57,20.0,72,0,2.1
lompoc,us,1509313080,34.64,-120.46,17.0,87,90,5.1
malindi,ke,1509314833,-3.22,40.12,26.16,89,80,5.42
tsihombe,mg,1509314833,-25.3,45.48,19.49,60,36,6.17
gurgan,az,1509312600,28.47,77.03,20.0,77,0,1.22
hermanus,za,1509314834,-34.42,19.23,14.61,81,0,2.52
iskateley,ru,1509314834,67.68,53.15,-4.67,100,80,6.32
san vicente,ph,1509314835,-26.62,-54.13,20.76,87,92,2.67
port lincoln,au,1509314835,-34.73,135.87,12.74,96,92,10.22
provideniya,ru,1509312600,64.38,-173.3,-5.0,67,0,2.0
dali,cn,1509314836,25.7,100.18,11.94,95,92,0.97
mackay,au,1509310800,-21.15,149.2,25.0,83,88,2.1
khandyga,ru,1509314836,62.67,135.6,-13.77,83,56,4.22
kitgum,ug,1509314837,3.28,32.89,15.81,94,36,0.72
kapaa,us,1509310560,22.08,-159.32,28.0,69,40,6.2
port macquarie,au,1509310800,-31.43,152.92,22.0,73,0,2.1
khani,ru,1509312600,42.09,43.09,16.0,72,90,3.1
kishanpur,in,1509314838,25.65,81.02,18.84,76,0,1.22
vaini,to,1509310800,-21.2,-175.2,26.0,69,90,4.6
tamandare,br,1509314838,-8.76,-35.1,25.16,85,100,4.37
te anau,nz,1509314839,-45.42,167.72,14.66,68,56,2.72
korla,cn,1509314839,41.76,86.15,-3.04,77,8,0.47
fort saint john,ca,1509310800,56.25,-120.85,6.0,56,40,2.6
castro,cl,1509314840,-24.79,-50.01,17.84,95,92,3.37
solnechnyy,ru,1509314840,50.72,136.63,-8.29,64,0,2.07
cherskiy,ru,1509314840,68.75,161.3,-18.49,68,80,1.87
la ronge,ca,1509310800,55.1,-105.28,-1.0,80,90,4.6
kuche,cn,1509314841,6.3,36.88,17.21,97,92,0.92
mashhad,ir,1509312600,36.3,59.61,16.0,36,0,1.27
praia da vitoria,pt,1509310800,38.73,-27.07,20.0,88,20,3.87
comodoro rivadavia,ar,1509310800,-45.87,-67.5,17.0,63,75,8.2
loveland,us,1509313020,40.4,-105.08,25.0,14,1,3.6
manbij,sy,1509312000,36.53,37.95,14.0,76,75,1.5
masyaf,sy,1509310800,35.07,36.34,20.0,82,75,6.2
jarjis,tn,1509313800,60.22,21.37,1.0,100,68,5.1
tibu,co,1509314844,8.64,-72.74,25.66,79,88,1.17
dalby,au,1509310800,-27.18,151.27,23.0,78,40,3.1
khatanga,ru,1509314844,71.97,102.5,-15.59,63,24,1.27
codrington,ag,1509314844,-38.27,141.97,12.26,97,68,6.62
jian,cn,1509314845,27.12,114.98,12.51,64,0,5.37
panzos,gt,1509314845,15.4,-89.67,26.34,74,0,1.12
khipro,pk,1509314845,25.83,69.38,21.26,63,0,1.22
ust-kamchatsk,ru,1509314846,56.23,162.48,-3.77,100,0,0.77
alofi,nu,1509310800,-19.06,-169.92,27.0,69,75,4.6
zhezkazgan,kz,1509314846,47.78,67.77,2.46,75,88,5.47
ahipara,nz,1509314847,-35.17,173.17,17.81,84,32,5.62
virginia beach,us,1509314100,36.85,-75.98,17.0,100,90,3.1
fort dodge,us,1509312900,42.5,-94.17,8.0,87,75,1.5
verkhnyaya inta,ru,1509314847,65.98,60.31,-11.92,79,0,1.07
katangli,ru,1509314848,21.78,79.78,20.86,75,48,0.77
krasnoye,ru,1509312600,49.91,24.61,4.0,69,75,9.0
prince rupert,ca,1509310800,54.32,-130.32,15.0,47,1,1.0
barao de melgaco,br,1509314400,-16.19,-55.97,25.0,78,40,3.6
pandoh,in,1509314848,31.68,77.05,10.19,50,0,1.77
rock springs,us,1509310440,41.59,-109.2,16.0,26,1,7.2
columbus,us,1509314220,39.96,-83.0,7.0,70,90,6.2
newark,us,1509314160,40.74,-74.17,19.0,93,90,5.7
luba,gq,1509310800,3.46,8.55,25.0,94,20,1.5
kataysk,ru,1509314850,56.29,62.58,-1.02,91,92,6.57
lagoa,pt,1509314850,39.05,-27.98,21.26,97,64,3.52
bluff,nz,1509314850,-46.6,168.33,15.24,81,0,4.82
nador,ma,1509314400,35.17,-2.93,18.0,88,0,1.5
agropoli,it,1509314851,40.35,15.0,17.26,100,92,4.57
islamkot,pk,1509314621,24.7,70.18,21.41,48,0,1.22
hastings,us,1509313800,50.86,0.57,7.0,93,0,4.1
ust-kuyga,ru,1509314852,70.02,135.6,-23.02,67,48,1.02
sumter,us,1509314280,33.92,-80.34,12.0,57,20,8.2
massakory,td,1509314852,13.0,15.73,24.99,24,32,4.02
verkhnyaya toyma,ru,1509314853,62.23,45.0,-1.64,85,88,3.77
mayumba,ga,1509314853,-3.43,10.66,24.84,98,92,1.97
tawnat,ma,1509313800,60.19,24.84,1.0,100,75,6.2
den helder,nl,1509314100,52.96,4.76,11.0,66,75,6.2
padang,id,1509314854,-0.95,100.35,25.71,100,88,0.22
chuy,uy,1509314854,-33.7,-53.46,19.34,78,48,7.72
iqaluit,ca,1509313020,63.75,-68.51,-2.0,74,90,3.1
mar del plata,ar,1509311760,-38.0,-57.56,15.0,87,90,5.1
tiznit,ma,1509314855,29.58,-9.5,10.99,61,0,0.67
skierniewice,pl,1509314400,51.95,20.16,4.0,91,40,6.2
krasnyy chikoy,ru,1509314856,50.36,108.75,-6.19,49,0,2.07
castanos,mx,1509314856,26.78,-101.42,22.59,23,0,1.77
palabuhanratu,id,1509314856,-6.95,106.49,26.84,100,8,4.32
ust-tsilma,ru,1509314857,65.44,52.15,-5.29,86,56,3.07
dunedin,nz,1509314656,-45.87,170.5,17.59,72,0,0.52
camacha,pt,1509312600,33.08,-16.33,21.0,88,40,4.1
laguna,br,1509313200,38.42,-121.42,27.0,34,1,2.22
oum hadjer,td,1509314858,13.3,19.7,24.06,25,20,4.47
vila franca do campo,pt,1509312600,37.72,-25.43,21.0,94,40,2.1
sungairaya,id,1509314858,0.7,108.9,24.96,91,56,0.62
bargal,so,1509314858,37.0,43.25,5.51,84,0,0.52
barawe,so,1509314859,24.2,83.03,16.19,90,0,1.22
necochea,ar,1509314859,-38.55,-58.74,15.94,72,92,4.57
souillac,mu,1509310800,-20.52,57.52,23.0,88,75,2.1
